Country Name,Indicator Name,Year,Value
Lithuania,Agricultural raw materials imports (% of merchandise imports),1990,0
Lithuania,Agricultural raw materials exports (% of merchandise exports),1990,0
Lithuania,Gross savings (% of GDP),1990,0
Lithuania,Total natural resources rents (% of GDP),1990,0
Luxembourg,Agricultural raw materials imports (% of merchandise imports),1990,0
Luxembourg,Agricultural raw materials exports (% of merchandise exports),1990,0
Luxembourg,Gross savings (% of GDP),1990,0
Luxembourg,Total natural resources rents (% of GDP),1990,0.034973919
"Macao SAR, China",Agricultural raw materials imports (% of merchandise imports),1990,3.434211378
"Macao SAR, China",Agricultural raw materials exports (% of merchandise exports),1990,0.772547869
"Macao SAR, China",Gross savings (% of GDP),1990,0
"Macao SAR, China",Total natural resources rents (% of GDP),1990,0.001928859
Madagascar,Agricultural raw materials imports (% of merchandise imports),1990,1.36288469
Madagascar,Agricultural raw materials exports (% of merchandise exports),1990,3.672782493
Madagascar,Gross savings (% of GDP),1990,31.18550266
Madagascar,Total natural resources rents (% of GDP),1990,5.137165007
Malawi,Agricultural raw materials imports (% of merchandise imports),1990,0.804749853
Malawi,Agricultural raw materials exports (% of merchandise exports),1990,1.905572488
Malawi,Gross savings (% of GDP),1990,0
Malawi,Total natural resources rents (% of GDP),1990,8.832855502
Malaysia,Agricultural raw materials imports (% of merchandise imports),1990,1.30998633
Malaysia,Agricultural raw materials exports (% of merchandise exports),1990,13.80499434
Malaysia,Gross savings (% of GDP),1990,30.38268284
Malaysia,Total natural resources rents (% of GDP),1990,25.77574256
Maldives,Agricultural raw materials imports (% of merchandise imports),1990,0
Maldives,Agricultural raw materials exports (% of merchandise exports),1990,0
Maldives,Gross savings (% of GDP),1990,0
Maldives,Total natural resources rents (% of GDP),1990,0.021603139
Mali,Agricultural raw materials imports (% of merchandise imports),1990,0
Mali,Agricultural raw materials exports (% of merchandise exports),1990,0
Mali,Gross savings (% of GDP),1990,12.22921231
Mali,Total natural resources rents (% of GDP),1990,4.069178285
Malta,Agricultural raw materials imports (% of merchandise imports),1990,0.972199069
Malta,Agricultural raw materials exports (% of merchandise exports),1990,0.139223527
Malta,Gross savings (% of GDP),1990,30.75757026
Malta,Total natural resources rents (% of GDP),1990,0
Marshall Islands,Agricultural raw materials imports (% of merchandise imports),1990,0
Marshall Islands,Agricultural raw materials exports (% of merchandise exports),1990,0
Marshall Islands,Gross savings (% of GDP),1990,0
Marshall Islands,Total natural resources rents (% of GDP),1990,0
Mauritania,Agricultural raw materials imports (% of merchandise imports),1990,0
Mauritania,Agricultural raw materials exports (% of merchandise exports),1990,0
Mauritania,Gross savings (% of GDP),1990,6.587721268
Mauritania,Total natural resources rents (% of GDP),1990,8.573328294
Mauritius,Agricultural raw materials imports (% of merchandise imports),1990,2.641181096
Mauritius,Agricultural raw materials exports (% of merchandise exports),1990,0.523951728
Mauritius,Gross savings (% of GDP),1990,25.82150924
Mauritius,Total natural resources rents (% of GDP),1990,0.03449796
Mexico,Agricultural raw materials imports (% of merchandise imports),1990,3.54525201
Mexico,Agricultural raw materials exports (% of merchandise exports),1990,1.554244351
Mexico,Gross savings (% of GDP),1990,19.8222349
Mexico,Total natural resources rents (% of GDP),1990,7.355505813
"Micronesia, Fed. Sts.",Agricultural raw materials imports (% of merchandise imports),1990,0
"Micronesia, Fed. Sts.",Agricultural raw materials exports (% of merchandise exports),1990,0
"Micronesia, Fed. Sts.",Gross savings (% of GDP),1990,0
"Micronesia, Fed. Sts.",Total natural resources rents (% of GDP),1990,0
Moldova,Agricultural raw materials imports (% of merchandise imports),1990,0
Moldova,Agricultural raw materials exports (% of merchandise exports),1990,0
Moldova,Gross savings (% of GDP),1990,0
Moldova,Total natural resources rents (% of GDP),1990,0
Monaco,Agricultural raw materials imports (% of merchandise imports),1990,0
Monaco,Agricultural raw materials exports (% of merchandise exports),1990,0
Monaco,Gross savings (% of GDP),1990,0
Monaco,Total natural resources rents (% of GDP),1990,0
Mongolia,Agricultural raw materials imports (% of merchandise imports),1990,0
Mongolia,Agricultural raw materials exports (% of merchandise exports),1990,0
Mongolia,Gross savings (% of GDP),1990,23.38445069
Mongolia,Total natural resources rents (% of GDP),1990,8.861133722
Montenegro,Agricultural raw materials imports (% of merchandise imports),1990,0
Montenegro,Agricultural raw materials exports (% of merchandise exports),1990,0
Montenegro,Gross savings (% of GDP),1990,0
Montenegro,Total natural resources rents (% of GDP),1990,0
Morocco,Agricultural raw materials imports (% of merchandise imports),1990,0
Morocco,Agricultural raw materials exports (% of merchandise exports),1990,0
Morocco,Gross savings (% of GDP),1990,30.43956068
Morocco,Total natural resources rents (% of GDP),1990,0.443156156
Mozambique,Agricultural raw materials imports (% of merchandise imports),1990,0
Mozambique,Agricultural raw materials exports (% of merchandise exports),1990,0
Mozambique,Gross savings (% of GDP),1990,0
Mozambique,Total natural resources rents (% of GDP),1990,0
Myanmar,Agricultural raw materials imports (% of merchandise imports),1990,0
Myanmar,Agricultural raw materials exports (% of merchandise exports),1990,0
Myanmar,Gross savings (% of GDP),1990,0
Myanmar,Total natural resources rents (% of GDP),1990,0
Namibia,Agricultural raw materials imports (% of merchandise imports),1990,0
Namibia,Agricultural raw materials exports (% of merchandise exports),1990,0
Namibia,Gross savings (% of GDP),1990,37.81688118
Namibia,Total natural resources rents (% of GDP),1990,10.66640447
Nauru,Agricultural raw materials imports (% of merchandise imports),1990,0
Nauru,Agricultural raw materials exports (% of merchandise exports),1990,0
Nauru,Gross savings (% of GDP),1990,0
Nauru,Total natural resources rents (% of GDP),1990,0
Nepal,Agricultural raw materials imports (% of merchandise imports),1990,0
Nepal,Agricultural raw materials exports (% of merchandise exports),1990,0
Nepal,Gross savings (% of GDP),1990,10.3341958
Nepal,Total natural resources rents (% of GDP),1990,1.746703903
Netherlands,Agricultural raw materials imports (% of merchandise imports),1990,2.448622732
Netherlands,Agricultural raw materials exports (% of merchandise exports),1990,4.233547386
Netherlands,Gross savings (% of GDP),1990,27.27713878
Netherlands,Total natural resources rents (% of GDP),1990,0.589759927
New Caledonia,Agricultural raw materials imports (% of merchandise imports),1990,0
New Caledonia,Agricultural raw materials exports (% of merchandise exports),1990,0
New Caledonia,Gross savings (% of GDP),1990,0
New Caledonia,Total natural resources rents (% of GDP),1990,3.891645577
New Zealand,Agricultural raw materials imports (% of merchandise imports),1990,1.192400801
New Zealand,Agricultural raw materials exports (% of merchandise exports),1990,18.66145472
New Zealand,Gross savings (% of GDP),1990,0
New Zealand,Total natural resources rents (% of GDP),1990,2.090536398
Nicaragua,Agricultural raw materials imports (% of merchandise imports),1990,0
Nicaragua,Agricultural raw materials exports (% of merchandise exports),1990,0
Nicaragua,Gross savings (% of GDP),1990,0
Nicaragua,Total natural resources rents (% of GDP),1990,6.71830601
Niger,Agricultural raw materials imports (% of merchandise imports),1990,0
Niger,Agricultural raw materials exports (% of merchandise exports),1990,0
Niger,Gross savings (% of GDP),1990,6.881818514
Niger,Total natural resources rents (% of GDP),1990,3.778280064
Nigeria,Agricultural raw materials imports (% of merchandise imports),1990,0
Nigeria,Agricultural raw materials exports (% of merchandise exports),1990,0
Nigeria,Gross savings (% of GDP),1990,59.02455444
Nigeria,Total natural resources rents (% of GDP),1990,24.87190915
North Macedonia,Agricultural raw materials imports (% of merchandise imports),1990,0
North Macedonia,Agricultural raw materials exports (% of merchandise exports),1990,0
North Macedonia,Gross savings (% of GDP),1990,0
North Macedonia,Total natural resources rents (% of GDP),1990,0
Northern Mariana Islands,Agricultural raw materials imports (% of merchandise imports),1990,0
Northern Mariana Islands,Agricultural raw materials exports (% of merchandise exports),1990,0
Northern Mariana Islands,Gross savings (% of GDP),1990,0
Northern Mariana Islands,Total natural resources rents (% of GDP),1990,0
Norway,Agricultural raw materials imports (% of merchandise imports),1990,1.882702665
Norway,Agricultural raw materials exports (% of merchandise exports),1990,2.089915298
Norway,Gross savings (% of GDP),1990,26.78421641
Norway,Total natural resources rents (% of GDP),1990,7.712591265
Oman,Agricultural raw materials imports (% of merchandise imports),1990,0.759858562
Oman,Agricultural raw materials exports (% of merchandise exports),1990,0.033674418
Oman,Gross savings (% of GDP),1990,21.88978166
Oman,Total natural resources rents (% of GDP),1990,52.04049608
Pakistan,Agricultural raw materials imports (% of merchandise imports),1990,3.966685457
Pakistan,Agricultural raw materials exports (% of merchandise exports),1990,10.21190784
Pakistan,Gross savings (% of GDP),1990,18.02974965
Pakistan,Total natural resources rents (% of GDP),1990,1.872611138
Palau,Agricultural raw materials imports (% of merchandise imports),1990,0
Palau,Agricultural raw materials exports (% of merchandise exports),1990,0
Palau,Gross savings (% of GDP),1990,0
Palau,Total natural resources rents (% of GDP),1990,0
Panama,Agricultural raw materials imports (% of merchandise imports),1990,0
Panama,Agricultural raw materials exports (% of merchandise exports),1990,0
Panama,Gross savings (% of GDP),1990,15.84537191
Panama,Total natural resources rents (% of GDP),1990,0.270038518
Papua New Guinea,Agricultural raw materials imports (% of merchandise imports),1990,0
Papua New Guinea,Agricultural raw materials exports (% of merchandise exports),1990,0
Papua New Guinea,Gross savings (% of GDP),1990,17.12279063
Papua New Guinea,Total natural resources rents (% of GDP),1990,22.92875305
Paraguay,Agricultural raw materials imports (% of merchandise imports),1990,0.125432814
Paraguay,Agricultural raw materials exports (% of merchandise exports),1990,37.63694479
Paraguay,Gross savings (% of GDP),1990,0
Paraguay,Total natural resources rents (% of GDP),1990,2.701855165
Peru,Agricultural raw materials imports (% of merchandise imports),1990,0
Peru,Agricultural raw materials exports (% of merchandise exports),1990,0
Peru,Gross savings (% of GDP),1990,13.05404588
Peru,Total natural resources rents (% of GDP),1990,9.372420088
Philippines,Agricultural raw materials imports (% of merchandise imports),1990,0
Philippines,Agricultural raw materials exports (% of merchandise exports),1990,0
Philippines,Gross savings (% of GDP),1990,22.43973244
Philippines,Total natural resources rents (% of GDP),1990,1.926120435
Poland,Agricultural raw materials imports (% of merchandise imports),1990,0
Poland,Agricultural raw materials exports (% of merchandise exports),1990,0
Poland,Gross savings (% of GDP),1990,0
Poland,Total natural resources rents (% of GDP),1990,3.422487982
Portugal,Agricultural raw materials imports (% of merchandise imports),1990,3.806506773
Portugal,Agricultural raw materials exports (% of merchandise exports),1990,6.301152149
Portugal,Gross savings (% of GDP),1990,28.00318687
Portugal,Total natural resources rents (% of GDP),1990,0.353535881
Puerto Rico,Agricultural raw materials imports (% of merchandise imports),1990,0
Puerto Rico,Agricultural raw materials exports (% of merchandise exports),1990,0
Puerto Rico,Gross savings (% of GDP),1990,0
Puerto Rico,Total natural resources rents (% of GDP),1990,0
Qatar,Agricultural raw materials imports (% of merchandise imports),1990,0
Qatar,Agricultural raw materials exports (% of merchandise exports),1990,0
Qatar,Gross savings (% of GDP),1990,0
Qatar,Total natural resources rents (% of GDP),1990,48.9693151
Romania,Agricultural raw materials imports (% of merchandise imports),1990,4.366393725
Romania,Agricultural raw materials exports (% of merchandise exports),1990,2.588836511
Romania,Gross savings (% of GDP),1990,20.70124723
Romania,Total natural resources rents (% of GDP),1990,4.93071309
Russian Federation,Agricultural raw materials imports (% of merchandise imports),1990,0
Russian Federation,Agricultural raw materials exports (% of merchandise exports),1990,0
Russian Federation,Gross savings (% of GDP),1990,0
Russian Federation,Total natural resources rents (% of GDP),1990,12.9340548
Rwanda,Agricultural raw materials imports (% of merchandise imports),1990,0
Rwanda,Agricultural raw materials exports (% of merchandise exports),1990,0
Rwanda,Gross savings (% of GDP),1990,0
